kode_kecamatan,kecamatan,adm4
district_code,district_name,11.01.01.1001
750410,Duhiadaa,11.01.01.6826
750411,Wanggarasi,11.01.01.6827
750412,Popayato Timur,11.01.01.6828
750413,Popayato Barat,11.01.01.6829
750501,Atinggola,11.01.01.6830
750502,Kwandang,11.01.01.6831
750503,Anggrek,11.01.01.6832
750504,Sumalata,11.01.01.6833
750505,Tolinggula,11.01.01.6834
750506,Gentuma Raya,11.01.01.6835
750507,Tomilito (Tomolito),11.01.01.6836
750508,Ponelo Kepulauan,11.01.01.6837
750509,Monano,11.01.01.6838
750510,Biau,11.01.01.6156
750511,Sumalata Timur,11.01.01.6839
757101,Kota Barat,11.01.01.6840
757102,Kota Selatan,11.01.01.6841
757103,Kota Utara,11.01.01.6842
757104,Dungingi,11.01.01.6843
757105,Kota Timur,11.01.01.6844
757106,Kota Tengah,11.01.01.6845
757107,Sipatana,11.01.01.6846
757108,Dumbo Raya,11.01.01.6847
757109,Hulonthalangi,11.01.01.6848
760101,Bambalamotu,11.01.01.6849
760102,Pasangkayu,11.01.01.6850
760103,Baras,11.01.01.6851
760104,Sarudu,11.01.01.6852
760105,Dapurang,11.01.01.6853
760106,Duripoku,11.01.01.6854
760107,Bulu Taba,11.01.01.6855
760108,Tikke Raya,11.01.01.6856
760109,Pedongga,11.01.01.6857
760110,Bambaira,11.01.01.6858
760111,Sarjo,11.01.01.6859
760112,Lariang,11.01.01.6860
760201,Mamuju,11.01.01.6861
760202,Tapalang,11.01.01.6862
760203,Kalukku,11.01.01.6863
760204,Kalumpang,11.01.01.6864
760207,Papalang,11.01.01.6865
760208,Sampaga,11.01.01.6866
760211,Tommo,11.01.01.6867
760212,Simboro (Simboro dan Kepulauan),11.01.01.6868
760213,Tapalang Barat,11.01.01.6869
760215,Bonehau,11.01.01.6870
760216,Kep. Bala Balakang,11.01.01.6871
760301,Mambi,11.01.01.6872
760302,Aralle,11.01.01.6873
760303,Mamasa,11.01.01.6874
760304,Pana,11.01.01.6875
760305,Tabulahan,11.01.01.6876
760306,Sumarorong,11.01.01.6877
760307,Messawa,11.01.01.6878
760308,Sesenapadang,11.01.01.6879
760309,Tanduk Kalua,11.01.01.6880
760310,Tabang,11.01.01.5784
760311,Bambang,11.01.01.6881
760312,Balla,11.01.01.6882
760313,Nosu,11.01.01.6883
760314,Tawalian,11.01.01.6884
760315,Rantebulahan Timur,11.01.01.6885
760316,Buntumalangka,11.01.01.6886
760317,Mehalaan,11.01.01.6887
760401,Tinambung,11.01.01.6888
760402,Campalagian,11.01.01.6889
760403,Wonomulyo,11.01.01.6890
760404,Polewali,11.01.01.6891
760405,"""Tutar (Tubbi Taramanu",11.01.01.6892
760406,Binuang,11.01.01.4806
760407,Tapango,11.01.01.6893
760408,Mapilli,11.01.01.6894
760409,Matangnga,11.01.01.6895
760410,Luyo,11.01.01.6896
760411,Limboro,11.01.01.6897
760412,Balanipa,11.01.01.6898
760413,Anreapi,11.01.01.6899
760414,Matakali,11.01.01.6900
760415,Allu (Alu),11.01.01.6901
760416,Bulo,11.01.01.6902
760501,Banggae,11.01.01.6903
760502,Pamboang,11.01.01.6904
760503,Sendana,11.01.01.6556
760504,Malunda,11.01.01.6905
760505,Ulumanda (Ulumunda),11.01.01.6906
760506,Tammerodo Sendana (Tammeredo Sendana),11.01.01.6907
760507,Tubo Sendana,11.01.01.6908
760508,Banggae Timur,11.01.01.6909
760601,Tobadak,11.01.01.6910
760602,Pangale,11.01.01.6911
760603,Budong-Budong,11.01.01.6912
760604,Topoyo,11.01.01.6913
760605,Karossa,11.01.01.6914
810101,Amahai,11.01.01.6915
810102,Teon Nila Serua,11.01.01.6916
810106,Seram Utara,11.01.01.6917
810109,Banda,11.01.01.6918
810111,Tehoru,11.01.01.6919
810112,Saparua,11.01.01.6920
810113,Pulau Haruku,11.01.01.6921
810114,Salahutu,11.01.01.6922
810115,Leihitu,11.01.01.6923
810116,Nusa Laut,11.01.01.6924
810117,Kota Masohi,11.01.01.6925
810120,Seram Utara Barat,11.01.01.6926
810121,Teluk Elpaputih,11.01.01.6927
810122,Leihitu Barat,11.01.01.6928
810123,Telutih,11.01.01.6929
810124,Seram Utara Timur Seti,11.01.01.6930
810125,Seram Utara Timur Kobi,11.01.01.6931
810126,Saparua Timur,11.01.01.6932
810201,Kei Kecil,11.01.01.6933
810203,Kei Besar,11.01.01.6934
810204,Kei Besar Selatan,11.01.01.6935
810205,Kei Besar Utara Timur,11.01.01.6936
810213,Kei Kecil Timur,11.01.01.6937
810214,Kei Kecil Barat,11.01.01.6938
810215,Manyeuw,11.01.01.6939
810216,Hoat Sorbay,11.01.01.6940
810217,Kei Besar Utara Barat,11.01.01.6941
810218,Kei Besar Selatan Barat,11.01.01.6942
810219,Kei Kecil Timur Selatan,11.01.01.6943
810301,Tanimbar Selatan,11.01.01.6944
810302,Selaru,11.01.01.6945
810303,Wertamrian (Wer Tamrian),11.01.01.6946
810304,Wermaktian (Wer Maktian),11.01.01.6947
810305,Tanimbar Utara,11.01.01.6948
810306,Fordata (Yaru),11.01.01.6949
810307,Wuar Labobar,11.01.01.6950
810308,Kormomolin,11.01.01.6951
810309,Nirunmas,11.01.01.6952
810318,Molu Maru,11.01.01.6953
810401,Namlea,11.01.01.6954
810402,Air Buaya (Airbuaya),11.01.01.6955
810403,Waeapo,11.01.01.6956
810406,Waplau,11.01.01.6957
810410,Batabual,11.01.01.6958
810411,Lolong Guba,11.01.01.6959
810412,Waelata,11.01.01.6960
810413,Fena Leisela,11.01.01.6961
810414,Teluk Kaiely,11.01.01.6962
810415,Lilialy,11.01.01.6963
810501,Bula,11.01.01.6964
810502,Seram Timur,11.01.01.6965
810503,Werinama,11.01.01.6966
810504,Pulau Gorom,11.01.01.6967
810505,Wakate,11.01.01.6968
810506,Tutuk Tolu,11.01.01.6969
810507,Siwalalat,11.01.01.6970
810508,Kilmury,11.01.01.6971
810509,Pulau Panjang,11.01.01.2888
810510,Teor,11.01.01.6972
810511,Gorom Timur,11.01.01.6973
810512,Bula Barat,11.01.01.6974
810513,Kian Darat,11.01.01.6975
810514,Siritaun Wida Timur,11.01.01.6976
810515,Teluk Waru,11.01.01.6977
810601,Kairatu,11.01.01.6978
810602,Seram Barat,11.01.01.6979
810603,Taniwel,11.01.01.6980
810604,Huamual Belakang,11.01.01.6981
810605,Amalatu,11.01.01.6982
810606,Inamosol,11.01.01.6983
810607,Kairatu Barat,11.01.01.6984
810608,Huamual,11.01.01.6985
810609,Kepulauan Manipa,11.01.01.6986
810610,Taniwel Timur,11.01.01.6987
810611,Elpaputih,11.01.01.6988
810701,Pulau-Pulau Aru,11.01.01.6989
810702,Aru Selatan,11.01.01.6990
810703,Aru Tengah,11.01.01.6991
810704,Aru Utara,11.01.01.6992
810705,Aru Utara Timur Batuley,11.01.01.6993
810706,Sir-Sir,11.01.01.6994
810707,Aru Tengah Timur,11.01.01.6995
810708,Aru Tengah Selatan,11.01.01.6996
810709,Aru Selatan Timur,11.01.01.6997
810710,Aru Selatan Utara,11.01.01.6998
810801,Moa (Moa Lakor),11.01.01.6999
810802,Damer,11.01.01.7000
810803,Mdona Hyera (Mndona Hiera),11.01.01.7001
810804,Babar Barat (Pulau Pulau Babar),11.01.01.7002
810805,Pulau-pulau Babar Timur,11.01.01.7003
810806,Wetar Selatan,11.01.01.7004
810807,Kisar Selatan (Pulau Pulau Terselatan),11.01.01.7005
810808,Pulau Leti (Letti Moa Lakor),11.01.01.7006
810809,Pulau Masela,11.01.01.7007
810810,Dawelor Dawera,11.01.01.7008
810811,Pulau Wetang,11.01.01.7009
810812,Pulau Lakor,11.01.01.7010
810813,Wetar Utara,11.01.01.7011
810814,Wetar Barat,11.01.01.7012
810815,Wetar Timur,11.01.01.7013
810816,Kepulauan Roma (Romang),11.01.01.7014
810817,Kisar Utara,11.01.01.7015
810901,Namrole,11.01.01.7016
810902,Waesama,11.01.01.7017
810903,Ambalau,11.01.01.5397
810904,Kepala Madan,11.01.01.7018
810905,Leksula,11.01.01.7019
810906,Fena Fafan,11.01.01.7020
817101,Nusaniwe (Nusanive),11.01.01.7021
817102,Sirimau,11.01.01.7022
817103,Baguala,11.01.01.7023
817104,Teluk Ambon,11.01.01.7024
817105,Leitimur Selatan,11.01.01.7025
817201,Pulau Dullah Utara,11.01.01.7026
817202,Pulau Dullah Selatan,11.01.01.7027
817203,Tayando Tam,11.01.01.7028
817204,Pulau-Pulau Kur,11.01.01.7029
817205,Kur Selatan,11.01.01.7030
820101,Jailolo,11.01.01.7031
820102,Loloda,11.01.01.7032
820103,Ibu,11.01.01.7033
820104,Sahu,11.01.01.7034
820105,Jailolo Selatan,11.01.01.7035
820107,Ibu Utara,11.01.01.7036
820108,Ibu Selatan,11.01.01.7037
820109,Sahu Timur,11.01.01.7038
820110,Loloda Tengah,11.01.01.7039
820201,Weda,11.01.01.7040
820202,Patani,11.01.01.7041
820203,Pulau Gebe,11.01.01.7042
820204,Weda Utara,11.01.01.7043
820205,Weda Selatan,11.01.01.7044
820206,Patani Utara,11.01.01.7045
820207,Weda Tengah,11.01.01.7046
820208,Patani Barat,11.01.01.7047
820209,Weda Timur,11.01.01.7048
820210,Patani Timur,11.01.01.7049
820304,Galela,11.01.01.7050
820305,Tobelo,11.01.01.7051
820306,Tobelo Selatan,11.01.01.7052
820307,Kao,11.01.01.7053
820308,Malifut,11.01.01.7054
820309,Loloda Utara,11.01.01.7055
820310,Tobelo Utara,11.01.01.7056
820311,Tobelo Tengah,11.01.01.7057
820312,Tobelo Timur,11.01.01.7058
820313,Tobelo Barat,11.01.01.7059
820314,Galela Barat,11.01.01.7060
820315,Galela Utara,11.01.01.7061
820316,Galela Selatan,11.01.01.7062
820319,Loloda Kepulauan,11.01.01.7063
820320,Kao Utara,11.01.01.7064
820321,Kao Barat,11.01.01.7065
820322,Kao Teluk,11.01.01.7066
820401,Pulau Makian,11.01.01.7067
820402,Kayoa,11.01.01.7068
820403,Gane Timur,11.01.01.7069
820404,Gane Barat,11.01.01.7070
820405,Obi Selatan,11.01.01.7071
820406,Obi,11.01.01.7072
820407,Bacan Timur,11.01.01.7073
820408,Bacan,11.01.01.7074
820409,Bacan Barat,11.01.01.7075
820410,Makian Barat,11.01.01.7076
820411,Kayoa Barat,11.01.01.7077
820412,Kayoa Selatan,11.01.01.7078
820413,Kayoa Utara,11.01.01.7079
820414,Bacan Barat Utara,11.01.01.7080
820415,Kasiruta Barat,11.01.01.7081
820416,Kasiruta Timur,11.01.01.7082
820417,Bacan Selatan,11.01.01.7083
820418,Kepulauan Botanglomang,11.01.01.7084
820419,Mandioli Selatan,11.01.01.7085
820420,Mandioli Utara,11.01.01.7086
820421,Bacan Timur Selatan,11.01.01.7087
820422,Bacan Timur Tengah,11.01.01.7088
820423,Gane Barat Selatan,11.01.01.7089
820424,Gane Barat Utara,11.01.01.7090
820425,Kepulauan Joronga,11.01.01.7091
820426,Gane Timur Selatan,11.01.01.7092
820427,Gane Timur Tengah,11.01.01.7093
820428,Obi Barat,11.01.01.7094
820429,Obi Timur,11.01.01.7095
820430,Obi Utara,11.01.01.7096
820501,Mangoli Timur,11.01.01.7097
820502,Sanana,11.01.01.7098
820503,Sulabesi Barat,11.01.01.7099
820506,Mangoli Barat,11.01.01.7100
820507,Sulabesi Tengah,11.01.01.7101
820508,Sulabesi Timur,11.01.01.7102
820509,Sulabesi Selatan,11.01.01.7103
820510,Mangoli Utara Timur,11.01.01.7104
820511,Mangoli Tengah,11.01.01.7105
820512,Mangoli Selatan,11.01.01.7106
820513,Mangoli Utara,11.01.01.7107
820518,Sanana Utara,11.01.01.7108
820601,Wasile,11.01.01.7109
820602,Maba,11.01.01.7110
820603,Maba Selatan,11.01.01.7111
820604,Wasile Selatan,11.01.01.7112
820605,Wasile Tengah,11.01.01.7113
820606,Wasile Utara,11.01.01.7114
820607,Wasile Timur,11.01.01.7115
820608,Maba Tengah,11.01.01.7116
820609,Maba Utara,11.01.01.7117
820610,Kota Maba,11.01.01.7118
820701,Morotai Selatan,11.01.01.7119
820702,Morotai Selatan Barat,11.01.01.7120
820703,Morotai Jaya,11.01.01.7121
820704,Morotai Utara,11.01.01.7122
820705,Morotai Timur,11.01.01.7123
820706,Pulau Rao,11.01.01.7124
820801,Taliabu Barat,11.01.01.7125
820802,Taliabu Barat Laut,11.01.01.7126
820803,Lede,11.01.01.7127
820804,Taliabu Utara,11.01.01.7128
820805,Taliabu Timur,11.01.01.7129
820806,Taliabu Timur Selatan,11.01.01.7130
820807,Taliabu Selatan,11.01.01.7131
820808,Tabona,11.01.01.7132
827101,Pulau Ternate,11.01.01.7133
827102,Kota Ternate Selatan,11.01.01.7134
827103,Kota Ternate Utara,11.01.01.7135
827104,Moti,11.01.01.7136
827105,Pulau Batang Dua,11.01.01.7137
827106,Kota Ternate Tengah,11.01.01.7138
827107,Pulau Hiri,11.01.01.7139
827108,Ternate Barat,11.01.01.7140
827201,Tidore,11.01.01.7141
827202,Oba Utara,11.01.01.7142
827203,Oba,11.01.01.7143
827204,Tidore Selatan,11.01.01.7144
827205,Tidore Utara,11.01.01.7145
827206,Oba Tengah,11.01.01.7146
827207,Oba Selatan,11.01.01.7147
827208,Tidore Timur,11.01.01.7148
910301,Sentani,11.01.01.7149
910302,Sentani Timur,11.01.01.7150
910303,Depapre,11.01.01.7151
910304,Sentani Barat,11.01.01.7152
910305,Kemtuk,11.01.01.7153
910306,Kemtuk Gresi,11.01.01.7154
910307,Nimboran,11.01.01.7155
910308,Nimbokrang,11.01.01.7156
910309,Unurum Guay,11.01.01.7157
910310,Demta,11.01.01.7158
910311,Kaureh,11.01.01.7159
910312,Ebungfao (Ebungfau / Ebungfa),11.01.01.7160
910313,Waibu,11.01.01.7161
910314,Nambluong,11.01.01.7162
910315,Yapsi,11.01.01.7163
910316,Airu,11.01.01.7164
910317,Raveni Rara (Ravenirara),11.01.01.7165
910318,Gresi Selatan,11.01.01.7166
910319,Yokari,11.01.01.7167
910501,Yapen Selatan,11.01.01.7168
910502,Yapen Barat,11.01.01.7169
910503,Yapen Timur,11.01.01.7170
910504,Angkaisera,11.01.01.7171
910505,Poom,11.01.01.7172
910506,Kosiwo,11.01.01.7173
910507,Yapen Utara,11.01.01.7174
910508,Raimbawi,11.01.01.7175
910509,Teluk Ampimoi,11.01.01.7176
910510,Kepulauan Ambai,11.01.01.7177
910511,Wonawa,11.01.01.7178
910512,Windesi,11.01.01.7179
910513,Pulau Kurudu,11.01.01.7180
910514,Pulau Yerui,11.01.01.7181
910515,Anotaurei,11.01.01.7182
910516,Yawakukat,11.01.01.7183
910517,Nusawani,11.01.01.7184
910601,Biak Kota,11.01.01.7185
910602,Biak Utara,11.01.01.7186
910603,Biak Timur,11.01.01.7187
910604,Numfor Barat,11.01.01.7188
910605,Numfor Timur,11.01.01.7189
910608,Biak Barat,11.01.01.7190
910609,Warsa,11.01.01.7191
910610,Padaido,11.01.01.7192
910611,Yendidori,11.01.01.7193
910612,Samofa,11.01.01.7194
910613,Yawosi,11.01.01.7195
910614,Andey,11.01.01.7196
910615,Swandiwe,11.01.01.7197
910616,Bruyadori,11.01.01.7198
910617,Orkeri,11.01.01.7199
910618,Poiru,11.01.01.7200
910619,Aimando Padaido,11.01.01.7201
910620,Oridek,11.01.01.7202
910621,Bondifuar,11.01.01.7203
911001,Sarmi,11.01.01.7204
911002,Tor Atas,11.01.01.7205
911003,Pantai Barat,11.01.01.7206
911004,Pantai Timur,11.01.01.7207
911005,Bonggo,11.01.01.7208
911009,Apawer Hulu,11.01.01.7209
911012,Sarmi Selatan,11.01.01.7210
911013,Sarmi Timur,11.01.01.7211
911014,Pantai Timur Bagian Barat,11.01.01.7212
911015,Bonggo Timur,11.01.01.7213
911101,Waris,11.01.01.7214
911102,Arso,11.01.01.7215
911103,Senggi,11.01.01.7216
911104,Web,11.01.01.7217
911105,Skanto,11.01.01.7218
911106,Arso Timur,11.01.01.7219
911107,Towe,11.01.01.7220
911108,Arso Barat,11.01.01.7221
911109,Mannem,11.01.01.7222
911110,Yaffi,11.01.01.7223
911111,Kaisenar,11.01.01.7224
911501,Waropen Bawah,11.01.01.7225
911503,Masirei,11.01.01.7226
911507,Risei Sayati,11.01.01.7227
911508,Urei Faisei,11.01.01.7228
911509,Inggerus,11.01.01.7229
911510,Kirihi,11.01.01.7230
911511,Oudate,11.01.01.7231
911512,Wapoga,11.01.01.7232
911513,Demba,11.01.01.7233
911514,Wonti,11.01.01.7234
911515,Soyoi Mambai,11.01.01.7235
911901,Supiori Selatan,11.01.01.7236
911902,Supiori Utara,11.01.01.7237
911903,Supiori Timur,11.01.01.7238
911904,Kepulauan Aruri,11.01.01.7239
911905,Supiori Barat,11.01.01.7240
912001,Mamberamo Tengah,11.01.01.7241
912002,Mamberamo Hulu,11.01.01.7242
912003,Rufaer,11.01.01.7243
912004,Mamberamo Tengah Timur,11.01.01.7244
912005,Mamberamo Hilir,11.01.01.7245
912006,Waropen Atas,11.01.01.7246
912007,Benuki,11.01.01.7247
912008,Sawai,11.01.01.7248
917101,Jayapura Utara,11.01.01.7249
917102,Jayapura Selatan,11.01.01.7250
917103,Abepura,11.01.01.7251
917104,Muara Tami,11.01.01.7252
917105,Heram,11.01.01.7253
920203,Warmare,11.01.01.7254
920204,Prafi,11.01.01.7255
920205,Masni,11.01.01.7256
920212,Manokwari Barat,11.01.01.7257
920213,Manokwari Timur,11.01.01.7258
920214,Manokwari Utara,11.01.01.7259
920215,Manokwari Selatan,11.01.01.7260
920217,Tanah Rubuh,11.01.01.7261
920221,Sidey,11.01.01.7262
920301,Fak-Fak (Fakfak),11.01.01.7263
920302,Fak-Fak Barat (Fakfak Barat),11.01.01.7264
920303,Fak-Fak Timur (Fakfak Timur),11.01.01.7265
920304,Kokas,11.01.01.7266
920305,Fak-Fak Tengah (Fakfak Tengah),11.01.01.7267
920306,Karas,11.01.01.4500
920307,Bomberay,11.01.01.7268
920308,Kramongmongga,11.01.01.7269
920309,Teluk Patipi,11.01.01.7270
920310,Pariwari,11.01.01.7271
920311,Wartutin,11.01.01.7272
920312,Fakfak Timur Tengah,11.01.01.7273
920313,Arguni,11.01.01.7274
920314,Mbahamdandara,11.01.01.7275
920315,Kayauni,11.01.01.7276
920316,Furwagi,11.01.01.7277
920317,Tomage,11.01.01.7278
920601,Bintuni,11.01.01.7279
920602,Merdey,11.01.01.7280
920603,Babo,11.01.01.7281
920604,Aranday,11.01.01.7282
920605,Moskona Selatan,11.01.01.7283
920606,Moskona Utara,11.01.01.7284
920607,Wamesa (Idoor),11.01.01.7285
920608,Fafurwar (Irorutu),11.01.01.7286
920609,Tembuni,11.01.01.7287
920610,Kuri,11.01.01.7288
920611,Manimeri,11.01.01.7289
920612,Tuhiba,11.01.01.7290
920613,Dataran Beimes,11.01.01.7291
920614,Sumuri (Simuri),11.01.01.7292
920615,Kaitaro,11.01.01.7293
920616,Aroba,11.01.01.7294
920617,Masyeta,11.01.01.7295
920618,Biscoop,11.01.01.7296
920619,Tomu,11.01.01.7297
920620,Kamundan,11.01.01.7298
920621,Weriagar,11.01.01.7299
920622,Moskona Barat,11.01.01.7300
920623,Meyado (Mayado),11.01.01.7301
920624,Moskona Timur,11.01.01.7302
920701,Wasior,11.01.01.7303
920702,Windesi,11.01.01.7179
920703,Teluk Duairi,11.01.01.7304
920704,Wondiboy,11.01.01.7305
920705,Wamesa,11.01.01.7306
920706,Rumberpon,11.01.01.7307
920707,Naikere,11.01.01.7308
920708,Rasiei,11.01.01.7309
920709,Kuri Wamesa,11.01.01.7310
920710,Roon,11.01.01.7311
920711,Roswar,11.01.01.7312
920712,Nikiwar,11.01.01.7313
920713,Soug Jaya,11.01.01.7314
920801,Kaimana,11.01.01.7315
920802,Buruway,11.01.01.7316
920803,Teluk Arguni Atas,11.01.01.7317
920804,Teluk Etna,11.01.01.7318
920805,Kambrau (Kambraw / Kamberau),11.01.01.7319
920806,Teluk Arguni Bawah (Yerusi),11.01.01.7320
920807,Yamor,11.01.01.7321
921101,Ransiki,11.01.01.7322
921102,Oransbari,11.01.01.7323
921103,Neney,11.01.01.7324
921104,Dataran Isim,11.01.01.7325
921105,Momi Waren,11.01.01.7326
921106,Tahota,11.01.01.7327
921201,Anggi,11.01.01.7328
921202,Anggi Gida,11.01.01.7329
921203,Membey,11.01.01.7330
921204,Sururey,11.01.01.7331
921205,Didohu,11.01.01.7332
921206,Taige,11.01.01.7333
921207,Catubouw,11.01.01.7334
921208,Testega,11.01.01.7335
921209,Minyambaouw,11.01.01.7336
921210,Hingk,11.01.01.7337
930101,Merauke,11.01.01.7338
930102,Muting,11.01.01.7339
930103,Okaba,11.01.01.7340
930104,Kimaam,11.01.01.7341
930105,Semangga,11.01.01.7342
930106,Tanah Miring,11.01.01.7343
930107,Jagebob,11.01.01.7344
930108,Sota,11.01.01.7345
930109,Ulilin,11.01.01.7346
930110,Elikobal,11.01.01.7347
930111,Kurik,11.01.01.7348
930112,Naukenjerai,11.01.01.7349
930113,Animha,11.01.01.7350
930114,Malind,11.01.01.7351
930115,Tubang,11.01.01.7352
930116,Ngguti,11.01.01.7353
930117,Kaptel,11.01.01.7354
930118,Tabonji,11.01.01.7355
930119,Waan,11.01.01.7356
930120,Ilwayab (Ilyawab),11.01.01.7357
930121,Padua,11.01.01.7358
930122,Kontuar,11.01.01.7359
930201,Mandobo,11.01.01.7360
930202,Mindiptana,11.01.01.7361
930203,Waropko,11.01.01.7362
930204,Kouh,11.01.01.7363
930205,Jair,11.01.01.7364
930206,Bomakia,11.01.01.7365
930207,Kombut,11.01.01.7366
930208,Iniyandit,11.01.01.7367
930209,Arimop,11.01.01.7368
930210,Fofi,11.01.01.7369
930211,Ambatkwi (Ambatkui),11.01.01.7370
930212,Manggelum,11.01.01.7371
930213,Firiwage,11.01.01.7372
930214,Yaniruma,11.01.01.7373
930215,Subur,11.01.01.7374
930216,Kombay,11.01.01.7375
930217,Ninati,11.01.01.7376
930218,Sesnuk,11.01.01.7377
930219,Ki,11.01.01.7378
930220,Kawagit,11.01.01.7379
930301,Obaa,11.01.01.7380
930302,Mambioman Bapai,11.01.01.7381
930303,Citak-Mitak (Citakmitak),11.01.01.7382
930304,Edera,11.01.01.7383
930305,Haju,11.01.01.7384
930306,Assue,11.01.01.7385
930307,Kaibar,11.01.01.7386
930308,Passue,11.01.01.7387
930309,Minyamur,11.01.01.7388
930310,Venaha,11.01.01.7389
930311,Syahcame,11.01.01.7390
930312,Yakomi,11.01.01.7391
930313,Bamgi,11.01.01.7392
930314,Passue Bawah,11.01.01.7393
930315,Ti Zain,11.01.01.7394
930401,Agats,11.01.01.7395
930402,Atsj (Atsy),11.01.01.7396
930403,Sawa Erma,11.01.01.7397
930404,Akat,11.01.01.7398
930405,Fayit,11.01.01.7399
930406,Pantai Kasuari,11.01.01.7400
930407,Suator,11.01.01.7401
930408,Suru-suru,11.01.01.7402
930409,Kolf Braza,11.01.01.7403
930410,Unir Sirau,11.01.01.7404
930411,Joerat,11.01.01.7405
930412,Pulau Tiga,11.01.01.2880
930413,Jetsy,11.01.01.7406
930414,Der Koumur,11.01.01.7407
930415,Kopay,11.01.01.7408
930416,Safan,11.01.01.7409
930417,Sirets,11.01.01.7410
930418,Ayip,11.01.01.7411
930419,Betcbamu,11.01.01.7412
930420,Joutu,11.01.01.7413
930421,Aswi,11.01.01.7414
930422,Awyu,11.01.01.7415
930423,Koroway Buluanop,11.01.01.7416
930424,Tomor Birip,11.01.01.7417
930425,Sor Ep,11.01.01.7418
940101,Nabire,11.01.01.7419
940102,Napan,11.01.01.7420
940103,Yaur,11.01.01.7421
940104,Uwapa,11.01.01.7422
940105,Wanggar,11.01.01.7423
940106,Siriwo,11.01.01.7424
940107,Makimi,11.01.01.7425
940108,Teluk Umar,11.01.01.7426
940109,Teluk Kimi,11.01.01.7427
940110,Yaro,11.01.01.7428
940111,Wapoga,11.01.01.7232
940112,Nabire Barat,11.01.01.7429
940113,Moora,11.01.01.7430
940114,Dipa,11.01.01.7431
940115,Menou,11.01.01.7432
940201,Mulia,11.01.01.7433
940202,Ilu,11.01.01.7434
940203,Fawi,11.01.01.7435
940204,Mewoluk,11.01.01.7436
940205,Yamo,11.01.01.7437
940206,Nume,11.01.01.7438
940207,Torere,11.01.01.7439
940208,Tingginambut,11.01.01.7440
940209,Pagaleme,11.01.01.7441
940210,Gurage,11.01.01.7442
940211,Irimuli,11.01.01.7443
940212,Muara,11.01.01.1322
940213,Ilamburawi,11.01.01.7444
940214,Yambi,11.01.01.7445
940215,Lumo,11.01.01.7446
940216,Molanikime,11.01.01.7447
940217,Dokome,11.01.01.7448
940218,Kalome,11.01.01.7449
940219,Wanwi,11.01.01.7450
940220,Yamoneri,11.01.01.7451
940221,Waegi,11.01.01.7452
940222,Nioga,11.01.01.7453
940223,Gubume,11.01.01.7454
940224,Taganombak,11.01.01.7455
940225,Dagai,11.01.01.7456
940226,Kiyage,11.01.01.7457
940301,Paniai Timur,11.01.01.7458
940302,Paniai Barat,11.01.01.7459
940303,Aradide,11.01.01.7460
940304,Bogabaida,11.01.01.7461
940305,Bibida,11.01.01.7462
940306,Dumadama,11.01.01.7463
940307,Siriwo,11.01.01.7424
940308,Kebo,11.01.01.7464
940309,Yatamo,11.01.01.7465
940310,Ekadide,11.01.01.7466
940311,Wegee Muka,11.01.01.7467
940312,Wegee Bino,11.01.01.7468
940313,Pugo Dagi,11.01.01.7469
940314,Muye,11.01.01.7470
940315,Nakama,11.01.01.7471
940316,Teluk Deya,11.01.01.7472
940317,Yagai,11.01.01.7473
940318,Youtadi,11.01.01.7474
940319,Baya Biru,11.01.01.7475
940320,Deiyai Miyo,11.01.01.7476
940321,Dogomo,11.01.01.7477
940322,Aweida,11.01.01.7478
940323,Topiyai,11.01.01.7479
940324,Fajar Timur,11.01.01.7480
940401,Mimika Baru,11.01.01.7481
940402,Agimuga,11.01.01.7482
940403,Mimika Timur,11.01.01.7483
940404,Mimika Barat,11.01.01.7484
940405,Jita,11.01.01.7485
940406,Jila,11.01.01.7486
940407,Mimika Timur Jauh,11.01.01.7487
940408,Mimika Tengah,11.01.01.7488
940409,Kuala Kencana,11.01.01.7489
940410,Tembagapura,11.01.01.7490
940411,Mimika Barat Jauh,11.01.01.7491
940412,Mimika Barat Tengah,11.01.01.7492
940413,Kwamki Narama,11.01.01.7493
940414,Hoya,11.01.01.7494
940415,Iwaka,11.01.01.7495
940416,Wania,11.01.01.7496
940417,Amar,11.01.01.7497
